Time(s),Roll_Filtered,Pitch_Filtered,Yaw_Filtered,Label
9.667,4.9685283601186505,-62.58061648594789,6.456500077736903,0
9.717,7.102401845819264,-63.93808237702121,4.439075594446131,0
9.767,9.329413495317802,-65.23705731245572,2.319427551495228,0
9.817,11.616380611811227,-66.43661906568906,0.14117461111763824,0
9.867,13.947158220195693,-67.51138360873291,-2.069010423611422,0
9.917,16.32286058979761,-68.45577436624349,-4.304650990180127,0
9.967,18.75173774175203,-69.28174104428298,-6.570993579330821,0
10.017,21.231835400409842,-70.01128065498204,-8.867821370727015,0
10.067,23.733700186919965,-70.666866216741,-11.171562114848049,0
10.117,26.191979725028062,-71.26344969592758,-13.426226130186537,0
10.166,28.512402417953847,-71.80491562760862,-15.549591669638277,0
10.217,30.59444447252109,-72.28597078989965,-17.454311102393604,0
10.266,32.362438056300896,-72.6981539898506,-19.076400169778758,0
10.316,33.792976860217884,-73.03697221262784,-20.399672706816524,0
10.366,34.92732536511528,-73.30697597433635,-21.466168755997447,0
10.415,35.86378105485101,-73.52287659932975,-22.368504719742276,0
10.466,36.73289276903776,-73.70668235829567,-23.227037141816673,0
10.516,37.664004430765615,-73.88228363766916,-24.159472310045054,0
10.566,38.753055071957654,-74.0695215724013,-25.25178150761511,0
10.616,40.039782144145704,-74.27961527034451,-26.53777011627303,0
10.665,41.49918403625306,-74.51315161027597,-27.991785436637414,0
10.715,43.04853784207351,-74.76095388591531,-29.535734811383808,0
10.765,44.56792828126236,-75.00733523064815,-31.058292972800018,0
10.815,45.92926961880162,-75.23468708495253,-32.44137229495177,0
10.865,47.026618302596596,-75.42810389432294,-33.58722348263647,0
10.914,47.80006585441115,-75.57882887631828,-34.43952393710331,0
10.964,48.24723774748611,-75.68571348775544,-34.99360925474565,0
11.014,48.41989416981605,-75.75450041650662,-35.29396022361724,0
11.064,48.40714047446896,-75.79538567985873,-35.4202218544184,0
11.114,48.31022888457392,-75.8198046619985,-35.46571893501041,0
11.164,48.216090848047834,-75.83753662668701,-35.51420957581565,0
11.214,48.17703459495713,-75.85493986917943,-35.62108995901589,0
11.264,48.20226533859077,-75.87455924379631,-35.80413768462382,0
11.314,48.263367460383996,-75.89582343356712,-36.04622299228152,0
11.364,48.31160084597755,-75.9163212092758,-36.308847915841156,0
11.414,48.30115269108961,-75.93319038626535,-36.55194773215926,0
11.464,48.21052394362903,-75.94428442565314,-36.75320525150404,0
11.514,48.05466690838653,-75.94887878968898,-36.920013848683986,0
11.563,47.883448775475884,-75.94776851145095,-37.08956986136758,0
11.613,47.76694205158463,-75.94278294389949,-37.316988230997644,0
11.663,47.773225292052246,-75.93600828761657,-37.656166872498005,0
11.713,47.94722911031177,-75.92918646363071,-38.14091487110913,0
